RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,BeatsPerMinute
0.505570386,-15.39956015,0.128432805,5.36e-06,1.07e-06,0.487408682,0.719254114,210007.349,0.818733333,127.2864671
0.732542463,-5.002862969,0.124014603,0.736516555,0.128192297,0.303459672,0.282286165,216869.5001,0.2614,78.03579702
0.813292214,-10.76105599,0.02424218,0.085276727,1.07e-06,0.224050538,0.565103889,306638.4757,0.841466667,149.2647703
0.778612265,-5.562816763,0.0235,0.657942145,1.07e-06,0.203412937,0.978,187159.3332,0.023266667,78.6583062
0.64669723,-6.708474952,0.199856183,0.098553512,0.014916804,0.0243,0.340256113,216415.4798,0.920266667,137.5123472
0.719747982,-10.56961017,0.0235,0.175244697,0.234872794,0.0243,0.978,356344.2501,0.501,155.6295165
0.455783912,-9.162200245,0.0235,0.151576552,0.066894014,0.156822995,0.0256,139244.1859,0.7828,132.0265625
0.490110909,-9.962760857,0.127323813,5.36e-06,1.07e-06,0.183533797,0.617138449,308162.0152,0.275333333,147.3986147
0.755543357,-3.983658383,0.0235,0.136160529,0.369704282,0.0243,0.285337342,157250.6772,0.4596,105.4112468
0.520993009,-8.407724979,0.063912132,5.36e-06,0.114722902,0.175107492,0.978,81069.79188,0.292866667,123.0529207
0.476379729,-7.711809696,0.078747483,0.015400549,0.07430123,0.3818542,0.249778813,211744.6521,0.929333333,84.90776903
0.501995865,-10.46158431,0.094451373,5.36e-06,1.07e-06,0.0243,0.700190479,218527.9047,0.354733333,127.0299283
0.341234427,-1.700750938,0.031514752,5.36e-06,0.017620076,0.232494979,0.259814357,185257.4692,0.2996,48.6374731
0.723408623,-9.317280091,0.0235,0.482721412,0.255482745,0.06561199,0.494763539,226860.947,0.171933333,137.9738918
0.635067621,-10.51873667,0.239250471,0.369891977,0.00064287,0.194569867,0.555745545,230009.3083,0.0638,143.7365221
0.539718189,-13.45411722,0.0235,0.280169998,0.304946807,0.161852424,0.732594209,316649.0541,0.186933333,111.2961109
0.394452084,-12.88361458,0.0235,0.295298458,1.07e-06,0.375934436,0.807108427,201828.1696,0.2184,92.72550303
0.452118463,-8.845413331,0.150107695,0.159719904,1.07e-06,0.222005552,0.389861618,205518.8562,0.713066667,148.9793
0.666478169,-16.10991896,0.028398275,0.004504443,0.008712562,0.374402584,0.335703059,280204.29,0.811866667,106.2953967
0.711386564,-1.394228832,0.143189848,0.084176595,1.07e-06,0.179643943,0.52872482,297448.0363,0.447733333,114.1579703
0.476970869,-10.47657248,0.120631651,0.561492592,1.07e-06,0.0243,0.432024029,327580.5612,0.781466667,135.8995073
0.417663309,-21.45101091,0.186334799,0.365626108,0.130384874,0.28109262,0.499170408,210478.5586,0.4746,146.5459232
0.377366471,-10.16209599,0.110760189,0.316433243,0.018965765,0.0243,0.695020908,216254.6121,0.913466667,102.3126526
0.275899525,-3.779544922,0.144401977,5.36e-06,0.227672746,0.299717867,0.484043655,349388.2888,0.376666667,99.94453534
0.843935414,-14.07544139,0.185976159,0.438545215,0.208488808,0.289492446,0.147260723,140957.2838,0.282733333,138.6140847
0.632326851,-1.357,0.070282184,0.587220632,1.07e-06,0.198081759,0.575511348,295487.2431,0.256066667,140.1675709
0.403081224,-1.357,0.0235,0.518709065,1.07e-06,0.530120889,0.326530678,219358.7668,0.803933333,137.5339573
0.550100921,-8.214220167,0.085995846,0.51832286,0.039815479,0.300988001,0.291732979,225851.7661,0.173866667,140.6548467
0.378593511,-8.803961473,0.0235,0.179536986,1.07e-06,0.042733856,0.915536437,145190.6178,0.666666667,91.13925544
0.21525777,-6.01009951,0.100671345,0.267989325,0.214225591,0.08301637,0.107501181,278596.473,0.406333333,156.7726409
0.648356495,-14.32294325,0.051348119,5.36e-06,0.410460213,0.272761292,0.493207683,174620.1544,0.596933333,124.1817606
0.483181185,-1.357,0.218251413,5.36e-06,1.07e-06,0.078257958,0.342514246,223586.3686,0.586533333,89.13970028
0.560915983,-10.91116348,0.1395745,0.236114824,1.07e-06,0.117396427,0.801402435,100788.046,0.405466667,72.78379415
0.536629967,-9.265204205,0.066425968,0.403490723,0.100307644,0.360376517,0.212506575,283816.2855,0.0726,147.5478335
0.344379973,-8.108574741,0.122715246,0.279618877,0.021662317,0.157564517,0.693039417,141222.6498,0.1376,159.7798551
0.793109541,-2.044752047,0.0235,5.36e-06,0.39229791,0.237788035,0.52181704,215072.179,0.9006,110.744873
0.725899829,-1.357,0.106731892,0.365799451,0.140181128,0.116560616,0.335422991,321044.9349,0.298866667,123.4784958
0.584438021,-12.95957621,0.040908883,0.406644588,1.07e-06,0.224393248,0.726492266,210069.4531,0.0012,104.2498046
0.509130843,-1.357,0.085966224,0.193323177,1.07e-06,0.0243,0.978,318085.7526,0.880266667,137.9832737
0.713735615,-7.051085049,0.114560413,5.36e-06,0.358568109,0.177545954,0.43942847,192473.2675,0.2904,120.4891914
0.624188572,-11.26319056,0.168880592,0.254282998,1.07e-06,0.274075736,0.048951934,129892.5726,0.333666667,111.1959641
0.476047377,-15.02116332,0.064292947,5.36e-06,0.019219234,0.390900943,0.415215864,210382.5914,0.415866667,74.85849703
0.725268365,-6.566869914,0.087822828,0.379112003,1.07e-06,0.148082093,0.28312172,245795.3494,0.475333333,119.4396152
0.415588877,-1.357,0.144227388,5.36e-06,0.10665011,0.0243,0.264510526,144478.8519,0.5168,135.610709
0.710154008,-11.4368488,0.050018779,0.772303469,1.07e-06,0.054752917,0.692343615,205267.3182,0.069133333,120.9161026
0.517606167,-11.8501249,0.056080985,0.384829434,0.128376733,0.301311448,0.830316513,296824.3909,0.064933333,102.3305766
0.337197567,-10.22333621,0.226301298,0.027427153,0.179139469,0.106907229,0.978,213797.0573,0.606333333,103.7682277
0.677800924,-8.474194793,0.043305869,0.373739445,0.123562088,0.458396279,0.238907885,243110.8516,0.1642,145.051419
0.878978864,-10.92790519,0.043264663,0.145635112,0.070641358,0.204726857,0.356470537,309247.8418,0.270666667,142.9182665
0.308839785,-4.319823983,0.088716073,0.087953402,1.07e-06,0.174118062,0.493834687,191368.8565,0.985266667,185.3140703
0.713737745,-2.57050342,0.194869549,5.36e-06,1.07e-06,0.250095334,0.104745952,170816.0917,0.441466667,137.902605
0.579566455,-8.244272912,0.067832887,0.762393554,1.07e-06,0.203692009,0.55331659,251595.4336,0.160066667,158.5119084
0.579759726,-1.357,0.092807752,0.004651967,0.069658656,0.252545413,0.731392665,140602.1767,0.285,151.9355383
0.824241056,-17.59738868,0.0235,0.365296908,0.103346103,0.587959629,0.693555991,293165.6043,0.188333333,128.3142545
0.711183318,-1.357,0.127309111,0.25243049,1.07e-06,0.273949821,0.914519573,254247.8558,0.1292,67.70747851
0.583059811,-5.082237857,0.211709635,0.565127704,0.365115522,0.370631968,0.618970357,266461.6299,0.0708,120.4838347
0.436793753,-5.306895808,0.179348245,0.422375689,0.04216913,0.251211874,0.656733391,318801.0585,0.237533333,98.05506942
0.592784193,-13.88131564,0.150933963,0.654348277,0.197530825,0.133042152,0.482995053,124469.5272,0.067533333,82.27482801
0.615276836,-13.84262131,0.0235,0.285455871,1.07e-06,0.203039777,0.274215116,224000.0709,0.503533333,135.7396463
0.588774407,-11.44093124,0.0235,5.36e-06,0.033186818,0.175127268,0.450406941,248690.9654,0.919,118.9390617
0.41537564,-7.588629989,0.074942659,5.36e-06,0.010559567,0.209268664,0.568528211,236158.8595,0.493466667,93.08300985
0.437683321,-9.879537424,0.082954822,0.340703969,0.279947828,0.18491079,0.243038162,320626.6891,0.3056,86.13764655
0.611695307,-14.35349104,0.063629036,0.539509111,1.07e-06,0.103243238,0.393454832,240724.1264,0.0674,104.9761332
0.945922841,-6.372063099,0.232126644,5.36e-06,1.07e-06,0.183338369,0.55050432,259264.5526,0.203533333,124.6342517
0.477433376,-1.702931439,0.12019258,5.36e-06,0.077529025,0.341598829,0.291026222,375368.915,0.5118,107.5888986
0.368908494,-11.37126481,0.242853138,0.00687,0.068003544,0.358351497,0.668452597,219021.8173,0.646466667,97.21717475
0.840627408,-9.558067978,0.128883146,0.158791233,1.07e-06,0.0243,0.704738547,316473.628,0.533133333,147.544814
0.746605328,-9.701939747,0.148367212,0.260637766,0.00273934,0.035237081,0.732429812,141638.9614,0.712733333,124.9380155
0.420047475,-9.207764375,0.114332636,0.619321054,0.390184398,0.275407206,0.978,255353.671,0.3018,152.9864069
0.453547374,-4.680944585,0.063485302,0.222098724,0.378714071,0.368477736,0.787036409,207056.6628,0.3436,120.8942855
0.717780096,-6.873022211,0.0235,5.36e-06,0.278378663,0.237015492,0.652766047,296271.0359,0.932133333,142.4801612
0.376590069,-6.384421049,0.056292166,0.475951785,1.07e-06,0.124363548,0.287523573,318319.243,0.9458,148.9732182
0.51487087,-1.357,0.0235,0.218916831,0.005819599,0.199418831,0.737163918,245514.7989,0.271733333,101.5032637
0.552844226,-7.45976517,0.106306202,0.221824277,1.07e-06,0.181737574,0.316757633,274953.027,0.493733333,135.8753342
0.491436022,-9.514580589,0.079470577,0.235886717,0.284044151,0.122761577,0.212419683,175181.7632,0.177066667,95.54443509
0.831323997,-1.357,0.143142216,0.401637273,1.07e-06,0.276923647,0.26213165,173057.0999,0.906466667,165.3399549
0.7765761,-12.59385996,0.118393765,0.263012695,1.07e-06,0.236564992,0.545353024,185866.9132,0.3692,110.4481948
0.608311723,-1.357,0.221017506,0.111578758,1.07e-06,0.0243,0.256955087,156756.7774,0.9964,95.39978783
0.866950059,-12.71817472,0.069782584,0.085031965,0.293036947,0.092146585,0.499446386,143073.2855,0.587133333,133.0210471
0.414488543,-5.078417284,0.064566931,0.41627057,1.07e-06,0.0243,0.235734312,170853.8803,0.921266667,146.0707145
0.491858099,-8.287382589,0.115727884,0.52926266,0.164628735,0.221151814,0.617586654,135750.2915,0.037866667,96.36458642
0.503836653,-2.602812015,0.042186332,5.36e-06,0.47631575,0.04333836,0.845701139,274612.0545,0.667533333,69.55258897
0.506581942,-1.357,0.057872894,5.36e-06,0.018072401,0.100891,0.130579784,129665.3524,0.482133333,141.4398858
0.855087002,-10.3681011,0.120215909,0.074522008,1.07e-06,0.221568757,0.453363583,213031.7767,0.754733333,147.0632073
0.792505254,-11.21828216,0.070100656,0.701036556,0.157453025,0.495426362,0.128120021,200919.4409,0.0758,133.1974247
0.399805182,-5.370448133,0.080800208,0.316183534,0.043852861,0.0243,0.806445622,175748.3465,0.847733333,108.3536826
0.74258537,-8.108885275,0.120313929,0.313236283,0.210161834,0.217841438,0.948930572,341649.5977,0.2582,119.3584838
0.433420157,-1.357,0.0235,0.052104188,0.58006828,0.124676626,0.793076098,239633.8619,0.336666667,133.1182531
0.372431466,-4.166668367,0.17785151,0.305779691,1.07e-06,0.202842673,0.978,351852.5202,0.1462,96.12170981
0.823476156,-18.71838505,0.0235,5.36e-06,1.07e-06,0.311762024,0.471341687,129661.0108,0.708066667,112.1148155
0.419864582,-6.058068299,0.171810095,5.36e-06,0.121217221,0.195714235,0.281250222,309279.4414,0.726733333,107.5348396
0.45913096,-6.642439011,0.103471971,5.36e-06,0.691102045,0.0243,0.861404274,303273.4813,0.9576,127.6954645
0.69695626,-10.9837151,0.0235,0.381635493,0.628841175,0.077400922,0.187309425,223242.9017,0.668133333,93.63676655
0.65032182,-13.5181737,0.145585256,0.279160956,0.323113505,0.289518576,0.714665674,256650.7901,0.058,82.49831183
0.532083116,-5.578115982,0.0235,0.217344464,1.07e-06,0.201813109,0.152257782,262384.2653,0.9536,132.418887
0.523405366,-8.387594625,0.095162734,0.204745675,1.07e-06,0.430388964,0.454332286,115884.8609,0.257,118.6150975
